0	0.501	  1	  1	0.004562	0.003900
100	0.479	 15	 16	0.004507	0.003900
200	0.480	 16	 16	0.004509	0.003900
300	0.485	 15	 16	0.004511	0.003900
400	0.487	 15	 16	0.004517	0.003900
500	0.497	 15	 16	0.004537	0.003900
600	0.499	 15	 16	0.004546	0.003900
700	0.504	 15	 16	0.004543	0.003900
800	0.484	 15	 16	0.004516	0.003900
900	0.481	 16	 16	0.004497	0.003900
1000	0.498	 15	 16	0.004530	0.003900
1100	0.498	 15	 16	0.004528	0.003900
1200	0.500	 15	 16	0.004527	0.003900
1300	0.520	 15	 16	0.004563	0.003900
1400	0.532	 15	 16	0.004578	0.003900
1500	0.535	 15	 16	0.004578	0.003900
1600	0.546	 15	 16	0.004593	0.003900
1700	0.558	 15	 16	0.004609	0.003900
1800	0.578	 15	 16	0.004633	0.003900
1900	0.581	 15	 16	0.004642	0.003900
2000	0.585	 15	 16	0.004641	0.003900
2100	0.592	 15	 16	0.004662	0.003900
2200	0.610	 15	 16	0.004670	0.003900
2300	0.602	 15	 17	0.004676	0.003900
2400	0.598	 15	 16	0.004666	0.003900
2500	0.615	 15	 16	0.004687	0.003900
2600	0.628	 15	 16	0.004695	0.003900
2700	0.632	 15	 16	0.004699	0.003900
2800	0.624	 15	 16	0.004700	0.003900
2900	0.621	 15	 16	0.004692	0.003900
3000	0.636	 15	 16	0.004709	0.003900
3100	0.644	 15	 16	0.004728	0.003900
3200	0.639	 15	 16	0.004711	0.003900
3300	0.644	 15	 16	0.004720	0.003900
3400	0.635	 15	 16	0.004713	0.003900
3500	0.641	 15	 16	0.004713	0.003900
3600	0.632	 15	 16	0.004709	0.003900
3700	0.624	 15	 16	0.004700	0.003900
3800	0.620	 15	 16	0.004693	0.003900
3900	0.627	 15	 16	0.004706	0.003900
4000	0.608	 15	 17	0.004676	0.003900
4100	0.623	 15	 16	0.004694	0.003900
4200	0.627	 15	 16	0.004692	0.003900
4300	0.632	 15	 16	0.004699	0.003900
4400	0.624	 15	 16	0.004698	0.003900
4500	0.635	 15	 16	0.004709	0.003900
4600	0.635	 15	 17	0.004711	0.003900
4700	0.644	 15	 16	0.004720	0.003900
4800	0.648	 15	 16	0.004721	0.003900
4900	0.647	 15	 16	0.004725	0.003900
5000	0.638	 15	 16	0.004710	0.003900
5100	0.643	 15	 16	0.004725	0.003900
5200	0.642	 15	 16	0.004726	0.003900
5300	0.629	 15	 16	0.004703	0.003900
5400	0.606	 15	 16	0.004676	0.003900
5500	0.610	 15	 16	0.004677	0.003900
5600	0.605	 15	 16	0.004673	0.003900
5700	0.597	 15	 16	0.004673	0.003900
5800	0.604	 15	 16	0.004668	0.003900
5900	0.607	 15	 16	0.004676	0.003900
6000	0.605	 15	 16	0.004665	0.003900
6100	0.606	 15	 16	0.004674	0.003900
6200	0.605	 15	 16	0.004670	0.003900
6300	0.608	 15	 16	0.004674	0.003900
6400	0.593	 15	 16	0.004648	0.003900
6500	0.585	 15	 16	0.004645	0.003900
6600	0.574	 15	 16	0.004627	0.003900
6700	0.561	 15	 16	0.004617	0.003900
6800	0.577	 15	 17	0.004642	0.003900
6900	0.578	 15	 16	0.004637	0.003900
7000	0.576	 15	 16	0.004631	0.003900
7100	0.587	 15	 16	0.004643	0.003900
7200	0.591	 15	 16	0.004655	0.003900
7300	0.592	 15	 16	0.004652	0.003900
7400	0.602	 15	 16	0.004670	0.003900
7500	0.606	 15	 16	0.004682	0.003900
7600	0.617	 15	 16	0.004681	0.003900
7700	0.626	 15	 16	0.004698	0.003900
7800	0.646	 15	 16	0.004720	0.003900
7900	0.658	 15	 16	0.004739	0.003900
8000	0.653	 15	 16	0.004732	0.003900
8100	0.655	 15	 16	0.004738	0.003900
8200	0.664	 15	 16	0.004748	0.003900
8300	0.667	 15	 16	0.004750	0.003900
8400	0.661	 15	 16	0.004741	0.003900
8500	0.657	 15	 16	0.004737	0.003900
8600	0.651	 15	 16	0.004734	0.003900
8700	0.666	 15	 16	0.004754	0.003900
8800	0.656	 15	 17	0.004736	0.003900
8900	0.650	 15	 16	0.004732	0.003900
9000	0.636	 15	 17	0.004716	0.003900
9100	0.631	 15	 16	0.004702	0.003900
9200	0.640	 15	 16	0.004706	0.003900
9300	0.623	 15	 16	0.004694	0.003900
9400	0.626	 15	 16	0.004703	0.003900
9500	0.629	 15	 16	0.004694	0.003900
9600	0.630	 15	 16	0.004697	0.003900
9700	0.635	 15	 16	0.004705	0.003900
9800	0.631	 15	 16	0.004707	0.003900
9900	0.615	 15	 17	0.004679	0.003900
10000	0.620	 15	 16	0.004686	0.003900
10100	0.618	 15	 16	0.004685	0.003900
10200	0.611	 15	 17	0.004685	0.003900
10300	0.608	 15	 16	0.004666	0.003900
10400	0.613	 15	 16	0.004677	0.003900
10500	0.624	 15	 16	0.004695	0.003900
10600	0.608	 15	 16	0.004674	0.003900
10700	0.608	 15	 16	0.004669	0.003900
10800	0.620	 15	 16	0.004690	0.003900
10900	0.635	 15	 16	0.004697	0.003900
11000	0.625	 15	 16	0.004691	0.003900
11100	0.621	 15	 16	0.004697	0.003900
11200	0.632	 15	 16	0.004712	0.003900
11300	0.640	 15	 16	0.004706	0.003900
11400	0.629	 15	 17	0.004713	0.003900
11500	0.631	 15	 16	0.004711	0.003900
11600	0.649	 15	 17	0.004727	0.003900
11700	0.653	 15	 16	0.004728	0.003900
11800	0.657	 15	 16	0.004741	0.003900
11900	0.672	 15	 16	0.004767	0.003900
12000	0.669	 15	 17	0.004755	0.003900
12100	0.686	 15	 17	0.004768	0.003900
12200	0.683	 15	 16	0.004770	0.003900
12300	0.681	 15	 16	0.004768	0.003900
12400	0.677	 15	 16	0.004766	0.003900
12500	0.680	 15	 16	0.004769	0.003900
12600	0.673	 15	 16	0.004765	0.003900
12700	0.670	 15	 17	0.004752	0.003900
12800	0.665	 15	 16	0.004752	0.003900
12900	0.665	 15	 16	0.004750	0.003900
13000	0.664	 15	 17	0.004746	0.003900
13100	0.656	 15	 16	0.004746	0.003900
13200	0.667	 15	 16	0.004750	0.003900
13300	0.683	 15	 16	0.004775	0.003900
13400	0.692	 15	 16	0.004785	0.003900
13500	0.691	 15	 16	0.004787	0.003900
13600	0.703	 15	 16	0.004805	0.003900
13700	0.692	 15	 16	0.004775	0.003900
13800	0.674	 15	 16	0.004765	0.003900
13900	0.678	 15	 16	0.004769	0.003900
14000	0.678	 15	 16	0.004765	0.003900
14100	0.658	 15	 16	0.004738	0.003900
14200	0.663	 15	 16	0.004744	0.003900
14300	0.676	 15	 16	0.004764	0.003900
14400	0.661	 15	 16	0.004744	0.003900
14500	0.657	 15	 17	0.004743	0.003900
14600	0.647	 15	 17	0.004729	0.003900
14700	0.655	 15	 16	0.004733	0.003900
14800	0.640	 15	 16	0.004716	0.003900
14900	0.646	 15	 16	0.004721	0.003900
15000	0.648	 15	 17	0.004723	0.003900
15100	0.616	 15	 16	0.004681	0.003900
15200	0.610	 15	 16	0.004681	0.003900
15300	0.638	 15	 16	0.004708	0.003900
15400	0.631	 15	 17	0.004706	0.003900
15500	0.644	 15	 16	0.004724	0.003900
15600	0.660	 15	 17	0.004741	0.003900
15700	0.663	 15	 17	0.004748	0.003900
15800	0.664	 15	 16	0.004742	0.003900
15900	0.675	 15	 16	0.004763	0.003900
16000	0.659	 15	 16	0.004740	0.003900
16100	0.675	 15	 17	0.004767	0.003900
16200	0.678	 15	 16	0.004772	0.003900
16300	0.685	 15	 16	0.004771	0.003900
16400	0.683	 15	 16	0.004765	0.003900
16500	0.684	 15	 16	0.004776	0.003900
16600	0.688	 15	 16	0.004780	0.003900
16700	0.676	 15	 16	0.004759	0.003900
16800	0.663	 15	 16	0.004742	0.003900
16900	0.656	 15	 16	0.004741	0.003900
17000	0.656	 15	 17	0.004736	0.003900
17100	0.660	 15	 16	0.004742	0.003900
17200	0.655	 15	 16	0.004740	0.003900
17300	0.652	 15	 17	0.004742	0.003900
17400	0.638	 15	 16	0.004714	0.003900
17500	0.628	 15	 16	0.004704	0.003900
17600	0.630	 15	 16	0.004698	0.003900
17700	0.631	 15	 17	0.004699	0.003900
17800	0.642	 15	 16	0.004714	0.003900
17900	0.645	 15	 16	0.004722	0.003900
18000	0.642	 15	 17	0.004714	0.003900
18100	0.641	 15	 16	0.004722	0.003900
18200	0.638	 15	 16	0.004713	0.003900
18300	0.644	 15	 16	0.004722	0.003900
18400	0.641	 15	 16	0.004721	0.003900
18500	0.647	 15	 16	0.004720	0.003900
18600	0.657	 15	 16	0.004735	0.003900
18700	0.673	 15	 17	0.004754	0.003900
18800	0.673	 15	 16	0.004756	0.003900
18900	0.681	 15	 16	0.004767	0.003900
19000	0.687	 15	 16	0.004777	0.003900
19100	0.703	 15	 16	0.004802	0.003900
19200	0.710	 15	 17	0.004809	0.003900
19300	0.712	 15	 16	0.004809	0.003900
19400	0.723	 15	 16	0.004828	0.003900
19500	0.710	 15	 16	0.004812	0.003900
19600	0.709	 15	 16	0.004810	0.003900
19700	0.703	 15	 16	0.004797	0.003900
19800	0.714	 15	 16	0.004817	0.003900
19900	0.720	 15	 16	0.004821	0.003900
20000	0.735	 15	 16	0.004841	0.003900
20100	0.742	 15	 16	0.004852	0.003900
20200	0.740	 15	 16	0.004862	0.003900
20300	0.727	 15	 16	0.004826	0.003900
20400	0.726	 15	 16	0.004825	0.003900
20500	0.747	 15	 16	0.004854	0.003900
20600	0.744	 15	 16	0.004850	0.003900
20700	0.744	 15	 17	0.004849	0.003900
20800	0.745	 15	 16	0.004853	0.003900
20900	0.744	 15	 16	0.004852	0.003900
21000	0.745	 15	 16	0.004851	0.003900
21100	0.748	 15	 16	0.004855	0.003900
21200	0.740	 15	 16	0.004847	0.003900
21300	0.729	 15	 16	0.004832	0.003900
21400	0.724	 15	 17	0.004825	0.003900
21500	0.718	 15	 16	0.004816	0.003900
21600	0.735	 15	 16	0.004844	0.003900
21700	0.742	 15	 16	0.004852	0.003900
