#a  	  0.0039	  0.0043	  0.0048	  0.0052	  0.0056	  0.0061	  0.0065	  0.0069	  0.0073	  0.0078	  0.0082	  0.0086	  0.0091	  0.0095	  0.0099	  0.0104	  0.0108	  0.0112	  0.0117	  0.0121	  0.0125	  0.0129	  0.0134	  0.0138	  0.0142	  0.0147	  0.0151	  0.0155	  0.0160	  0.0164	  0.0168	  0.0172	  0.0177	  0.0181	  0.0185	  0.0190	  0.0194	  0.0198	  0.0203	  0.0207	  0.0211	  0.0216	  0.0220	  0.0224	  0.0228	  0.0233	  0.0237	  0.0241	  0.0246	  0.0250
#b  	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190	 -0.0190
#t0 	    4.87	    4.39	    3.99	    3.66	    3.38	    3.14	    2.93	    2.75	    2.59	    2.44	    2.32	    2.20	    2.10	    2.00	    1.91	    1.83	    1.76	    1.69	    1.63	    1.57	    1.52	    1.47	    1.42	    1.38	    1.33	    1.30	    1.26	    1.22	    1.19	    1.16	    1.13	    1.10	    1.07	    1.05	    1.02	    1.00	    0.98	    0.96	    0.94	    0.92	    0.90	    0.88	    0.86	    0.85	    0.83	    0.82	    0.80	    0.79	    0.77	    0.76
#t1 	  261.28	  235.30	  214.02	  196.27	  181.24	  168.34	  157.16	  147.38	  138.74	  131.05	  124.18	  117.98	  112.38	  107.29	  102.63	   98.37	   94.44	   90.82	   87.46	   84.34	   81.44	   78.73	   76.20	   73.82	   71.59	   69.48	   67.50	   65.63	   63.86	   62.18	   60.59	   59.08	   57.64	   56.27	   54.96	   53.71	   52.52	   51.38	   50.29	   49.24	   48.24	   47.27	   46.35	   45.46	   44.60	   43.78	   42.98	   42.21	   41.47	   40.76
1	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.99993006	0.99985516	0.99978025	0.99970535	0.99963044	0.99955554	0.99948063	0.99940573	0.99933082	0.99925592	0.99918101	0.99910611	0.99903120	0.99895630
2	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.99985090	0.99970109	0.99955128	0.99940147	0.99925166	0.99910185	0.99895204	0.99880223	0.99865242	0.99850261	0.99835280	0.99820299	0.99805318	0.99790337	0.99775356	0.99760375	0.99745394	0.99730413	0.99715432	0.99700451	0.99685470	0.99670489	0.99642876	0.99614378	0.99585892	0.99557420	0.99528961	0.99500514	0.99472080	0.99443659	0.99415252	0.99386857	0.99358474	0.99330105	0.99301749	0.99273406
3	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.99992154	0.99969683	0.99947211	0.99924740	0.99902268	0.99879797	0.99857325	0.99834854	0.99785317	0.99735690	0.99686101	0.99636551	0.99587040	0.99537567	0.99488133	0.99438738	0.99389382	0.99340064	0.99290785	0.99241545	0.99192343	0.99143180	0.99094056	0.99044971	0.98995924	0.98946916	0.98897946	0.98849016	0.98800124	0.98751270	0.98685435	0.98618469	0.98551584	0.98484780	0.98418056	0.98351413	0.98284850	0.98218367	0.98151965	0.98085643	0.98019402	0.97953240	0.97887159	0.97821158
4	1.00000000	1.00000000	0.99999219	0.99969257	0.99939295	0.99909333	0.99865099	0.99794311	0.99723600	0.99652967	0.99582411	0.99511933	0.99441532	0.99371209	0.99264161	0.99157137	0.99050310	0.98943681	0.98837250	0.98731017	0.98624981	0.98519141	0.98413499	0.98308054	0.98202804	0.98097752	0.97992895	0.97888234	0.97783769	0.97679499	0.97575424	0.97471545	0.97367860	0.97264370	0.97161075	0.97057974	0.96934807	0.96810479	0.96686433	0.96562668	0.96439185	0.96315982	0.96193059	0.96070416	0.95948052	0.95825966	0.95704159	0.95582630	0.95461379	0.95340404
5	0.99991302	0.99953850	0.99914975	0.99823021	0.99731195	0.99639499	0.99528456	0.99381393	0.99234695	0.99088362	0.98942392	0.98796786	0.98651543	0.98506662	0.98317742	0.98129220	0.97941306	0.97753999	0.97567297	0.97381200	0.97195704	0.97010810	0.96826516	0.96642820	0.96459721	0.96277217	0.96095307	0.95913990	0.95733264	0.95553128	0.95373580	0.95194619	0.95016244	0.94838453	0.94661244	0.94484617	0.94286118	0.94086747	0.93888104	0.93690186	0.93492992	0.93296519	0.93100765	0.92905728	0.92711405	0.92517795	0.92324896	0.92132706	0.91941221	0.91750442
6	0.99907618	0.99794569	0.99679769	0.99492697	0.99306206	0.99120296	0.98911342	0.98659252	0.98408215	0.98158227	0.97909285	0.97661386	0.97414526	0.97168703	0.96873803	0.96580113	0.96287868	0.95997060	0.95707685	0.95419737	0.95133209	0.94848097	0.94564393	0.94282094	0.94001192	0.93721682	0.93443559	0.93166817	0.92891449	0.92617452	0.92344818	0.92073542	0.91803619	0.91535043	0.91267809	0.91001911	0.90713636	0.90425221	0.90138350	0.89853017	0.89569213	0.89286933	0.89006169	0.88726913	0.88449160	0.88172901	0.87898130	0.87624839	0.87353023	0.87082673
7	0.99694819	0.99468076	0.99239813	0.98924417	0.98610635	0.98298462	0.97961043	0.97575709	0.97192759	0.96812180	0.96433961	0.96058088	0.95684551	0.95313337	0.94890286	0.94469907	0.94052440	0.93637869	0.93226175	0.92817342	0.92411351	0.92008185	0.91607827	0.91210260	0.90815467	0.90423430	0.90034133	0.89647559	0.89263690	0.88882511	0.88504004	0.88128153	0.87754942	0.87384354	0.87016372	0.86650981	0.86264025	0.85878211	0.85495247	0.85115113	0.84737789	0.84363258	0.83991500	0.83622496	0.83256228	0.82892677	0.82531825	0.82173653	0.81818143	0.81465277
8	0.99309610	0.98931900	0.98553783	0.98077793	0.97605350	0.97136432	0.96641746	0.96096779	0.95556455	0.95020740	0.94489598	0.93962995	0.93440898	0.92923272	0.92353369	0.91788475	0.91228817	0.90674349	0.90125028	0.89580811	0.89041653	0.88507512	0.87978345	0.87454109	0.86934761	0.86420261	0.85910567	0.85405636	0.84905428	0.84409903	0.83919019	0.83432737	0.82951017	0.82473819	0.82001104	0.81532832	0.81045089	0.80560398	0.80080426	0.79605129	0.79134464	0.78668388	0.78206860	0.77749836	0.77297276	0.76849137	0.76405378	0.75965960	0.75530841	0.75099981
9	0.98718405	0.98154077	0.97591715	0.96924797	0.96264622	0.95611131	0.94933270	0.94205310	0.93485489	0.92773726	0.92069938	0.91374042	0.90685957	0.90005604	0.89274913	0.88552661	0.87839028	0.87133918	0.86437236	0.85748885	0.85068773	0.84396805	0.83732890	0.83076936	0.82428853	0.81788551	0.81155941	0.80530936	0.79913449	0.79303394	0.78700686	0.78105239	0.77516971	0.76935800	0.76361642	0.75794417	0.75210998	0.74633175	0.74062516	0.73498933	0.72942342	0.72392657	0.71849795	0.71313674	0.70784212	0.70261327	0.69744940	0.69234972	0.68731343	0.68233977
10	0.97896366	0.97112173	0.96334014	0.95448712	0.94575009	0.93712766	0.92829741	0.91899515	0.90982477	0.90078450	0.89187261	0.88308738	0.87442711	0.86589013	0.85689330	0.84802795	0.83929494	0.83069239	0.82221841	0.81387115	0.80564878	0.79754950	0.78957152	0.78171309	0.77397247	0.76634794	0.75883782	0.75144043	0.74415413	0.73697729	0.72990831	0.72294559	0.71608759	0.70933275	0.70267955	0.69612650	0.68945430	0.68286912	0.67638505	0.67000054	0.66371407	0.65752414	0.65142927	0.64542799	0.63951887	0.63370048	0.62797144	0.62233034	0.61677585	0.61130660
