#a  	  0.0039
#b  	 -0.0190
#t0 	    4.87
#t1 	  261.28
1	1.00000000
2	1.00000000
3	1.00000000
4	1.00000000
5	0.99991302
6	0.99907618
7	0.99694819
8	0.99309610
9	0.98718405
10	0.97896366
11	0.96826555
12	0.95499170
13	0.93910839
14	0.92063953
15	0.89966021
16	0.87629044
17	0.85068898
18	0.82304723
19	0.79358327
20	0.76253597
21	0.73015926
22	0.69671669
23	0.66247615
24	0.62770503
25	0.59266572
26	0.55761153
27	0.52278317
28	0.48840564
29	0.45468572
30	0.42181004
31	0.38994357
32	0.35922880
33	0.32978525
34	0.30170957
35	0.27507602
36	0.24993733
37	0.22632586
38	0.20425502
39	0.18372098
40	0.16470436
41	0.14717220
42	0.13107985
43	0.11637289
44	0.10298900
45	0.09085978
46	0.07991241
47	0.07007121
48	0.06125907
49	0.05339867
50	0.04641355
51	0.04022908
52	0.03477317
53	0.02997690
54	0.02577495
55	0.02210598
56	0.01891280
57	0.01614249
58	0.01374642
59	0.01168019
60	0.00990352
61	0.00838006
62	0.00707721
63	0.00596588
64	0.00502025
65	0.00421751
66	0.00353759
67	0.00296293
68	0.00247821
69	0.00207013
70	0.00172720
71	0.00143949
72	0.00119849
73	0.00099692
74	0.00082855
75	0.00068808
76	0.00057104
77	0.00047361
78	0.00039259
79	0.00032526
80	0.00026937
81	0.00022299
82	0.00018454
83	0.00015267
84	0.00012628
85	0.00010442
86	0.00008633
87	0.00007137
88	0.00005899
89	0.00004875
90	0.00004029
91	0.00003329
92	0.00002750
93	0.00002272
94	0.00001877
95	0.00001551
96	0.00001281
97	0.00001059
98	0.00000874
99	0.00000722
100	0.00000597
101	0.00000493
102	0.00000407
103	0.00000336
104	0.00000278
105	0.00000230
106	0.00000190
107	0.00000157
108	0.00000129
109	0.00000107
110	0.00000088
111	0.00000073
112	0.00000060
113	0.00000050
114	0.00000041
115	0.00000034
116	0.00000028
117	0.00000023
118	0.00000019
119	0.00000016
120	0.00000013
121	0.00000011
122	0.00000009
123	0.00000007
124	0.00000006
125	0.00000005
126	0.00000004
127	0.00000003
128	0.00000003
129	0.00000002
130	0.00000002
131	0.00000002
132	0.00000001
133	0.00000001
134	0.00000001
135	0.00000001
136	0.00000001
137	0.00000001
138	0.00000000
139	0.00000000
140	0.00000000
141	0.00000000
142	0.00000000
143	0.00000000
144	0.00000000
145	0.00000000
146	0.00000000
147	0.00000000
148	0.00000000
149	0.00000000
150	0.00000000
